day,revenue_hotel,revenue_ota,bookings_direct,bookings_ota,avg_occupancy,inventory_day0,inventory_day1,inventory_day2,inventory_day3,inventory_day4
8,2357.6000000000004,129.36,9,21,0.05533333333333335,91,95,96,97,91
9,2546.8,308.0,16,20,0.06333333333333334,94,94,97,88,93
10,3545.4,508.2,18,33,0.07400000000000002,94,97,87,92,91
11,3241.3999999999996,508.2,14,33,0.07933333333333333,97,87,91,91,90
12,2670.5448000000006,157.29336,8,24,0.08533333333333332,87,91,91,89,86
13,3400.8354,507.926475,15,31,0.0893333333333333,90,90,89,86,93
14,1940.3487,98.30835000000002,8,15,0.09066666666666665,90,89,86,93,85
15,2924.2000000000007,135.52,15,22,0.09466666666666668,89,86,92,85,89
16,2647.6,369.6,14,24,0.10333333333333332,85,91,82,87,84
17,3827.2,569.8000000000001,18,37,0.11333333333333334,89,82,86,83,92
18,2651.6,369.6,14,24,0.11733333333333335,82,86,82,92,88
19,3017.01195,124.52391000000001,17,19,0.11999999999999998,86,80,92,86,88
20,3115.2258,442.38757499999997,15,27,0.12266666666666663,80,91,86,88,84
21,2523.2004000000006,144.18558000000002,8,22,0.12266666666666666,90,86,88,84,92
22,2375.600000000001,154.0,5,25,0.13133333333333336,86,87,83,90,82
23,3202.8,554.4,11,36,0.14,86,83,88,81,86
24,2811.2,492.8,9,32,0.14466666666666667,83,88,80,84,82
25,3374.0,554.4,13,36,0.15066666666666664,88,79,84,81,87
26,3080.1393,117.97002000000002,19,18,0.16133333333333333,79,82,78,87,76
27,2495.0650499999997,311.309775,14,19,0.1633333333333333,82,77,87,73,79
28,2076.1078500000003,104.86224000000001,9,16,0.168,76,86,73,78,82
29,2898.000000000001,123.2,17,20,0.17066666666666666,86,73,78,82,79
30,3337.8,477.40000000000003,17,31,0.1766666666666667,73,78,81,79,86
31,3877.55,557.375,19,35,0.17933333333333337,78,81,77,86,82
32,4633.799999999999,605.15,26,38,0.18933333333333333,80,76,83,80,82
33,3998.249999999999,221.34000000000003,14,34,0.196,72,83,79,82,77
34,5189.610000000001,830.025,20,51,0.20066666666666666,83,78,81,77,78
35,5306.609999999997,299.46000000000004,18,46,0.20800000000000002,77,80,74,77,70
36,4805.750000000002,261.16999999999996,18,41,0.21400000000000002,80,73,77,69,72
37,4452.7,684.775,19,43,0.23199999999999996,73,77,67,70,79
38,4559.2,637.0,23,40,0.24533333333333332,76,66,68,79,69
39,4842.2,700.7,23,44,0.25066666666666665,65,68,77,67,65
40,3871.469999999999,208.32000000000002,15,32,0.246,67,76,66,65,83
41,4542.030000000001,351.54,21,36,0.2453333333333334,76,66,64,83,80
42,5143.109999999998,240.87000000000003,25,37,0.2533333333333333,65,64,80,78,77
43,4579.199999999998,343.98,22,36,0.256,64,79,76,77,68
44,4781.25,700.7,22,44,0.2553333333333333,79,75,76,67,67
45,4409.05,637.0,21,40,0.26599999999999996,75,75,64,67,77
46,5149.75,780.325,23,49,0.28800000000000003,75,62,66,75,68
47,3009.9900000000007,123.69000000000001,17,19,0.2986666666666667,62,66,75,67,59
48,4646.040000000001,341.77500000000003,23,35,0.29933333333333334,64,74,67,56,63
49,4434.120000000002,371.07000000000005,17,38,0.296,73,66,56,63,75
50,3941.2999999999993,369.46,23,29,0.3086666666666666,64,56,63,75,68
51,4575.6,621.075,24,39,0.31466666666666665,54,63,74,65,66
52,5897.85,859.95,28,54,0.31799999999999995,61,73,62,65,65
53,4893.149999999998,391.755,22,41,0.3166666666666667,73,60,62,64,67
54,4310.759999999999,195.3,22,30,0.32466666666666666,59,62,64,67,62
55,4364.850000000001,341.77500000000003,20,35,0.324,61,64,67,61,67
56,3449.5499999999993,263.65500000000003,16,27,0.3233333333333333,64,67,59,65,58
57,4455.449999999997,372.645,18,39,0.32933333333333326,66,58,64,58,58
58,6026.1,875.875,29,55,0.34066666666666673,57,64,58,57,62
59,6417.399999999997,665.28,30,48,0.35,62,58,57,61,70
60,5346.099999999998,595.98,22,43,0.3506666666666666,57,54,61,70,65
61,6294.555,678.3000000000002,29,50,0.35533333333333333,54,59,69,63,53
62,5401.7599999999975,386.63100000000003,27,38,0.3593333333333332,59,67,63,52,60
63,5796.834999999994,529.074,18,52,0.37,67,62,51,58,58
64,5653.699999999998,609.8399999999999,25,44,0.37999999999999995,62,50,56,54,52
65,5224.449999999998,554.4,23,40,0.38933333333333336,50,55,50,49,63
66,5123.299999999997,623.6999999999999,18,45,0.384,55,47,48,63,59
67,5911.799999999997,623.6999999999999,27,45,0.38600000000000007,44,47,62,58,56
68,5467.599999999996,457.8525,21,45,0.37533333333333335,47,62,58,56,64
69,5771.294999999996,457.8525,24,45,0.37266666666666676,62,57,53,64,60
70,5761.604999999996,457.8525,24,45,0.37800000000000006,57,52,63,59,68
71,4952.199999999999,568.26,19,41,0.38466666666666666,52,63,57,66,60
72,5927.349999999997,693.0,22,50,0.382,63,57,66,60,48
73,6575.799999999996,693.0,30,50,0.3926666666666666,55,65,57,46,44
74,4482.649999999999,526.68,17,38,0.39666666666666667,64,56,45,43,62
75,6347.6249999999945,539.2485,23,53,0.4066666666666666,56,44,41,59,53
76,4790.8399999999965,406.98,17,40,0.41133333333333333,44,40,57,51,63
77,5281.724999999998,386.63100000000003,25,38,0.4146666666666666,40,56,48,61,58
78,5966.95,1004.8499999999999,19,58,0.4106666666666666,55,48,60,57,62
79,5407.5999999999985,568.26,25,41,0.41733333333333333,46,59,56,62,57
80,6355.199999999997,665.28,29,48,0.4246666666666667,59,54,62,54,53
81,6877.749999999995,776.16,28,56,0.44000000000000006,53,60,53,53,44
82,4939.494999999997,386.63100000000003,21,38,0.44199999999999995,60,53,52,41,61
83,6063.759999999997,427.329,31,42,0.448,51,51,41,61,46
84,4772.999999999996,406.98,18,40,0.4453333333333333,50,37,60,45,42
85,6326.899999999997,679.14,28,49,0.4546666666666667,36,59,44,38,54
86,5010.85,693.0,24,40,0.4486666666666668,59,43,33,54,57
87,5745.65,498.96,33,36,0.4573333333333333,40,31,53,55,49
88,5862.999999999998,554.4,31,40,0.4580000000000001,31,52,53,49,52
89,5497.984999999995,478.2015,19,47,0.444,52,53,45,49,58
90,8391.733199999999,717.4070399999999,25,56,0.454,50,44,49,56,48
91,7628.8175999999985,576.4878,28,45,0.46199999999999997,41,48,56,46,40
92,8070.799999999996,868.0,29,50,0.4640000000000001,47,54,45,38,53
93,7110.499999999996,850.64,21,49,0.46866666666666673,54,45,36,52,62
94,7035.999999999997,746.48,26,43,0.4826666666666667,45,35,46,60,45
95,7401.9999999999945,868.0,23,50,0.49333333333333335,35,45,59,44,38
96,7229.705199999999,512.4336,29,40,0.49599999999999994,43,57,44,37,54
97,7404.030399999997,704.5962,16,55,0.4946666666666667,57,44,36,52,55
98,5730.299999999997,448.3794,20,35,0.49866666666666676,44,34,51,54,51
99,7816.399999999996,763.8399999999999,33,44,0.49599999999999994,33,49,54,46,55
100,7890.999999999999,1041.6000000000001,32,48,0.5019999999999999,48,52,44,55,43
101,8207.799999999994,1006.88,23,58,0.5086666666666667,51,42,54,42,33
102,8071.4999999999945,937.4399999999999,26,54,0.514,42,54,41,33,34
103,6735.572799999998,602.10948,18,47,0.5166666666666667,54,40,32,34,42
104,6689.355999999998,512.4336,24,40,0.5253333333333333,40,31,30,40,33
105,6244.026799999998,461.19023999999996,24,36,0.5153333333333333,31,28,40,33,43
106,7085.7,1236.9,17,57,0.512,28,40,31,42,51
107,7277.699999999999,1171.8000000000002,21,54,0.49599999999999994,38,31,42,50,51
108,7822.999999999996,729.12,34,42,0.49866666666666665,30,42,49,49,51
109,8157.799999999999,1323.7000000000003,23,61,0.4966666666666667,40,49,48,50,55
110,7234.512399999998,614.92032,21,48,0.4999999999999999,48,47,48,55,29
111,8156.965999999997,755.8395599999999,19,59,0.5073333333333334,47,47,54,29,46
112,6863.681199999999,512.4336,26,40,0.5146666666666666,44,53,26,45,39
113,8052.399999999996,729.12,35,42,0.5206666666666667,51,24,42,34,40
114,5616.299999999998,590.24,21,34,0.5259999999999999,24,40,32,38,50
115,8436.599999999995,972.16,27,56,0.5213333333333333,40,30,37,49,57
116,7594.099999999999,1063.3000000000002,29,49,0.5253333333333334,30,32,47,56,39
117,5991.323999999999,409.94687999999996,25,32,0.5239999999999999,30,45,56,38,55
118,7990.961999999998,666.1636799999999,25,52,0.526,45,49,38,53,43
119,6259.741599999998,563.67696,16,44,0.5333333333333332,48,37,52,41,30
120,9454.365000000002,1008.3780000000002,31,53,0.5400000000000001,37,51,39,28,46
121,7162.334999999997,589.8060000000002,32,31,0.5453333333333333,50,39,28,45,42
122,8589.915,970.3260000000001,26,51,0.5399999999999999,39,28,44,42,39
123,8932.860000000004,1284.2549999999999,29,54,0.5453333333333333,27,44,39,36,52
124,8465.75,751.2750000000001,20,53,0.5353333333333333,43,38,35,52,49
125,8310.5,652.0500000000001,25,46,0.5373333333333333,38,34,49,49,37
126,8717.25,666.225,28,47,0.5373333333333333,33,47,49,35,52
127,8523.675000000007,1355.6025,23,57,0.5293333333333333,47,47,35,49,28
128,8235.315,989.3520000000002,22,52,0.5413333333333333,47,33,48,25,42
129,9337.59,970.3260000000001,32,51,0.5619999999999999,31,46,22,41,33
130,9274.095000000005,1474.5149999999999,25,62,0.558,44,21,40,31,36
131,8475.0,722.9250000000001,22,51,0.5606666666666666,20,40,31,34,36
132,8940.0,666.225,30,47,0.5539999999999999,40,28,33,34,47
133,7902.75,666.225,21,47,0.5606666666666666,27,32,30,46,44
134,9854.640000000003,1331.82,36,56,0.5579999999999999,31,29,46,40,35
135,8213.445000000005,1284.2549999999999,23,54,0.5633333333333332,28,45,37,34,38
136,8115.974999999998,875.1960000000001,27,46,0.5559999999999999,44,35,33,38,40
137,8720.729999999998,894.2220000000002,31,47,0.5706666666666665,33,33,35,38,49
138,9399.0,680.4000000000001,32,48,0.5726666666666668,29,34,34,48,34
139,6764.5,552.825,20,39,0.568,34,33,48,32,24
140,6671.0,524.475,21,37,0.5626666666666666,33,47,32,21,45
141,7957.350000000002,998.865,31,42,0.568,46,31,18,44,49
142,7454.5199999999995,913.2480000000002,19,48,0.5673333333333334,31,18,43,49,43
143,8678.474999999999,875.1960000000001,31,46,0.5646666666666668,18,42,49,41,38
144,8134.650000000003,1141.56,28,48,0.5566666666666665,42,49,40,34,37
145,9131.5,708.75,28,50,0.5773333333333334,48,39,33,37,36
146,10412.25,836.325,31,59,0.5993333333333334,38,30,36,33,41
147,8362.0,722.9250000000001,21,51,0.6013333333333333,30,36,33,40,32
148,7640.325000000003,1070.2124999999999,26,45,0.5946666666666667,35,32,38,31,40
149,8209.620000000004,1284.2549999999999,23,54,0.5926666666666666,31,37,26,39,46
150,10043.415,1160.5860000000002,29,61,0.5886666666666666,34,25,39,46,34
151,7815.0,1183.0,24,52,0.5866666666666667,25,37,46,33,31
152,8246.100000000002,568.8899999999999,32,42,0.588,36,44,29,29,42
153,10558.949999999997,758.5199999999999,39,56,0.6073333333333333,40,27,28,40,33
154,9248.099999999995,744.9749999999999,29,55,0.6146666666666667,25,26,39,30,29
155,8223.5,955.5,36,42,0.6193333333333333,26,37,29,27,16
156,10207.5,1592.5,30,70,0.6186666666666667,36,28,26,13,34
157,9656.5,1128.3999999999999,28,62,0.6240000000000001,28,25,13,31,28
158,8743.0,1160.25,33,51,0.624,24,12,29,27,49
159,7459.799999999999,650.1599999999999,19,48,0.6226666666666667,11,27,26,49,41
160,7341.5999999999985,663.7049999999999,17,49,0.606,23,25,48,39,31
161,9260.399999999998,717.8849999999999,31,53,0.598,21,46,37,31,40
162,9327.5,1456.0,27,64,0.5993333333333335,44,37,29,39,30
163,9291.0,1019.1999999999999,30,56,0.604,35,29,38,30,30
164,7944.5,782.6,30,43,0.604,26,37,29,27,38
165,8419.0,1342.25,24,59,0.6046666666666665,37,28,25,37,25
166,7362.450000000003,541.8,26,40,0.6113333333333332,28,25,34,23,40
167,7750.05,595.9799999999999,26,44,0.6093333333333334,25,34,23,39,36
168,7417.350000000002,514.7099999999999,29,38,0.6086666666666665,34,21,38,34,28
169,7872.5,1274.0,22,56,0.6199999999999999,20,38,30,28,25
170,8177.0,1228.5,25,54,0.6146666666666667,37,28,27,24,35
171,9104.0,1110.2,24,61,0.6226666666666667,28,27,24,32,49
172,8970.0,1228.5,33,54,0.6293333333333335,26,23,31,49,22
173,7482.9000000000015,528.2549999999999,29,39,0.6293333333333334,22,31,48,19,42
174,7071.750000000002,501.1649999999999,27,37,0.6359999999999999,31,46,19,41,44
175,6095.100000000002,379.25999999999993,27,28,0.6393333333333333,44,19,41,43,29
176,8726.5,655.1999999999999,44,36,0.662,18,38,42,28,21
177,7915.0,1069.25,29,47,0.652,38,39,26,18,29
178,8540.5,1019.1999999999999,24,56,0.6613333333333334,38,25,17,26,31
179,8460.5,928.1999999999999,28,51,0.676,24,14,26,29,21
180,7296.45,609.5249999999999,21,45,0.6726666666666667,12,25,27,18,32
181,10292.528799999996,1083.5550599999997,36,59,0.6706666666666667,24,27,18,31,19
182,7743.648199999996,899.9016599999998,23,49,0.6713333333333333,27,16,28,17,31
183,9395.912050000006,1374.6190499999998,31,62,0.682,14,28,15,29,37
184,8636.07825,425.68848,28,48,0.6773333333333333,26,13,28,36,18
185,8870.460300000006,1046.4841800000002,26,59,0.6739999999999999,13,25,31,18,26
186,8268.020150000004,354.7404,33,40,0.6673333333333333,25,31,15,25,23
187,7731.026249999997,991.7283599999998,18,54,0.666,31,15,24,21,33
188,9576.103899999995,973.3630199999998,35,53,0.6766666666666666,10,23,19,31,23
189,9006.954999999998,1216.7037749999995,34,53,0.67,21,19,31,21,34
190,10434.794650000007,1028.7471600000001,41,58,0.6726666666666666,19,30,20,32,36
191,7622.210050000001,390.21444,23,44,0.6653333333333334,30,19,30,36,22
192,9560.612950000006,1099.69524,29,62,0.6679999999999999,19,29,34,20,22
193,7558.050500000004,940.0620600000001,19,53,0.6593333333333333,28,31,19,20,24
194,8815.254099999995,973.3630199999998,28,53,0.666,30,18,20,23,25
195,9989.324049999996,1101.9203999999997,33,60,0.6766666666666666,18,17,22,23,41
196,9175.505700000007,1606.9672499999992,20,70,0.6626666666666666,17,21,22,40,18
197,7561.786450000005,1028.7471600000001,15,58,0.6566666666666666,21,20,39,17,25
198,8644.3632,425.68848,28,48,0.6493333333333334,20,39,15,23,29
199,9247.616400000006,957.79908,33,54,0.6566666666666666,38,13,23,27,38
200,7969.802749999998,478.89954,16,54,0.6646666666666666,12,23,24,38,28
201,7825.333699999997,973.3630199999998,20,53,0.6593333333333333,22,23,38,28,27
202,7383.396599999995,808.0749599999998,24,44,0.6553333333333333,22,35,26,26,34
203,9258.183499999996,954.9976799999998,34,52,0.6593333333333333,35,24,25,33,26
204,6728.211350000002,762.69186,21,43,0.6619999999999998,23,23,33,24,28
205,8581.016700000004,345.87189,37,39,0.6586666666666666,22,33,22,28,26
206,7628.868900000003,869.1139800000001,24,49,0.6473333333333333,33,22,28,21,37
207,8764.72155,425.68848,29,48,0.6506666666666665,22,27,20,34,23
208,7921.734849999999,1083.5550599999997,15,59,0.6486666666666667,26,19,32,23,32
209,9641.198249999998,1046.8243799999998,31,57,0.6526666666666666,18,31,18,30,20
210,11267.237399999998,954.9976799999998,51,52,0.658,28,15,26,19,29
211,8561.199700000005,975.5361,27,55,0.6726666666666667,14,22,18,28,24
212,9162.800000000003,437.85,30,45,0.6586666666666667,20,17,28,21,28
213,10609.599999999991,1323.28,25,68,0.656,16,26,21,27,28
214,8875.900000000005,515.69,19,53,0.6453333333333333,25,21,27,28,38
215,11590.344999999998,1501.92,26,80,0.6433333333333332,20,26,28,36,35
216,11195.259999999997,1332.9540000000002,31,71,0.6393333333333333,26,25,34,33,43
217,11408.774999999998,1163.988,41,62,0.6473333333333334,25,30,30,42,29
218,8685.099999999995,1050.8400000000001,23,54,0.652,30,29,42,27,16
219,9053.449999999993,1148.14,21,59,0.6566666666666667,29,41,27,16,34
220,9008.599999999995,953.5400000000001,30,49,0.6646666666666667,40,27,16,33,31
221,11245.299999999992,1245.44,35,64,0.678,27,16,31,31,12
222,9309.09,1032.5700000000002,30,55,0.6880000000000002,15,31,29,8,36
223,9562.859999999991,1642.7250000000001,22,70,0.6893333333333334,31,27,4,36,34
224,9640.720000000001,995.022,35,53,0.6866666666666668,27,3,34,30,27
225,10642.499999999993,1206.52,32,62,0.6913333333333332,2,32,29,26,45
226,11034.849999999995,1206.52,34,62,0.6826666666666665,32,27,25,43,38
227,11435.449999999993,1284.3600000000001,34,66,0.6846666666666666,27,22,42,38,20
228,10269.700000000008,574.07,24,59,0.6873333333333336,20,41,38,19,10
229,11375.76,1145.214,42,61,0.6966666666666668,40,37,16,8,14
230,10297.3,1182.7620000000002,31,63,0.7073333333333333,36,15,5,14,20
231,9329.205000000002,995.022,32,53,0.7206666666666668,14,3,12,18,19
232,11824.649999999992,1362.2,34,70,0.7206666666666667,1,12,15,18,15
233,8637.65,1459.5000000000002,20,60,0.7033333333333334,12,15,18,14,15
234,9629.649999999992,1264.9,20,65,0.6933333333333332,11,18,12,15,36
235,10969.249999999995,1050.8400000000001,42,54,0.6833333333333333,17,10,14,36,30
236,10200.345,1145.214,32,61,0.6926666666666667,7,12,34,27,19
237,11358.754999999994,1783.5300000000002,33,76,0.6866666666666668,11,34,23,15,35
238,11531.529999999997,1314.18,35,70,0.6826666666666666,34,23,12,34,25
239,9628.999999999993,1225.98,22,63,0.6873333333333332,22,11,34,22,16
240,10506.649999999994,1264.9,28,65,0.6893333333333334,11,34,20,14,33
241,9209.499999999993,1109.22,24,57,0.682,33,19,13,31,27
242,8995.900000000005,476.77000000000004,24,49,0.6806666666666666,19,11,30,24,26
243,8441.699999999997,949.62,27,51,0.682,11,30,23,26,22
244,6479.950000000003,726.1800000000001,21,39,0.6766666666666665,30,22,26,20,38
245,8474.950000000003,782.0400000000001,36,42,0.6833333333333335,21,25,16,36,28
246,8722.5,1050.0,25,60,0.6853333333333332,24,14,36,25,20
247,7224.0,297.5,31,34,0.6906666666666667,14,36,22,17,30
248,8969.0,892.5,35,51,0.69,34,22,13,27,20
249,7411.5,350.0,26,40,0.6926666666666667,22,13,27,18,32
250,8538.599999999999,931.0,28,50,0.6926666666666669,12,26,18,30,30
251,8473.999999999996,1024.1000000000001,23,55,0.686,25,16,29,29,20
252,8981.299999999997,949.62,31,51,0.69,14,26,26,18,53
253,8737.25,1120.0,21,64,0.6966666666666667,26,24,16,50,15
254,6358.75,358.75,16,41,0.7026666666666667,24,14,50,14,17
255,8235.0,892.5,28,51,0.7040000000000002,13,50,11,15,27
256,8508.0,428.75,27,49,0.7173333333333335,49,10,13,25,13
257,7091.749999999998,912.38,16,49,0.7426666666666667,9,12,25,13,22
258,8897.699999999993,1117.2,22,60,0.7419999999999999,11,25,11,20,33
259,8287.8,1303.3999999999999,24,56,0.7326666666666666,24,9,18,32,31
260,6626.75,700.0,24,40,0.7313333333333333,7,16,29,30,30
261,8265.0,1181.25,29,54,0.7300000000000001,15,27,29,28,27
262,6651.75,595.0,29,34,0.7219999999999999,25,28,28,26,31
263,7212.0,315.0,29,36,0.7200000000000001,27,27,25,29,16
264,9403.099999999997,1024.1000000000001,31,55,0.7266666666666667,25,23,28,12,16
265,7325.449999999999,912.38,18,49,0.7193333333333335,22,27,11,14,32
266,6600.599999999999,931.0,23,40,0.7113333333333335,27,9,12,31,5
267,6693.5,857.5,16,49,0.7053333333333334,9,12,29,4,10
268,8919.0,1181.25,35,54,0.6953333333333334,10,28,4,7,13
269,6743.0,945.0,12,54,0.688,28,2,7,11,31
270,8519.5,350.0,37,40,0.7006666666666667,0,7,5,28,25
271,8747.6,1233.5749999999998,30,53,0.6953333333333334,3,4,24,23,17
272,8129.15,1256.85,24,54,0.6793333333333335,3,19,22,14,28
273,7108.25,1046.5,27,52,0.67,17,20,12,26,32
274,5550.75,660.1,17,41,0.6713333333333332,20,12,26,30,37
275,6742.0,346.15000000000003,23,43,0.672,10,25,28,35,41
276,7565.25,917.7,23,57,0.662,24,26,34,39,37
277,6037.25,305.90000000000003,21,38,0.6659999999999999,25,33,39,33,30
278,7214.75,982.1000000000001,17,61,0.6639999999999998,32,39,33,29,34
279,7132.0,740.6,30,46,0.67,38,32,27,34,27
280,7234.75,805.0000000000001,27,50,0.686,32,26,34,26,13
281,5983.0,676.2,21,42,0.69,25,34,26,11,22
282,5751.75,281.75,21,35,0.6893333333333334,34,26,11,20,37
283,5246.0,724.5000000000001,11,45,0.6993333333333334,24,11,20,37,28
284,6758.25,378.35,19,47,0.7020000000000002,11,20,36,25,15
285,7051.0,853.3000000000001,22,53,0.6953333333333334,18,35,24,14,21
286,6409.5,788.9000000000001,19,49,0.6959999999999998,35,24,14,19,38
287,7513.75,901.6000000000001,24,56,0.7086666666666664,20,13,19,36,28
288,6111.75,692.3000000000001,22,43,0.7140000000000001,13,15,36,26,24
289,6248.5,289.8,25,36,0.7080000000000001,12,36,23,22,34
290,7623.75,837.2,28,52,0.6986666666666665,36,22,20,32,21
291,7987.0,354.20000000000005,34,44,0.6999999999999998,21,19,29,17,22
292,10007.0,1223.6000000000001,30,76,0.7020000000000001,18,25,15,22,29
293,7654.75,885.5000000000001,26,55,0.6993333333333334,25,10,20,27,21
294,5731.0,644.0,21,40,0.6966666666666667,9,18,26,21,23
295,4773.25,644.0,20,32,0.6926666666666667,16,22,20,23,28
296,6264.5,249.55,30,31,0.6893333333333334,18,17,21,26,16
297,8301.0,869.4000000000001,33,54,0.6920000000000001,17,19,26,11,28
298,5199.75,233.45000000000002,22,29,0.6813333333333333,19,26,8,28,7
299,7836.25,966.0000000000001,24,60,0.6706666666666669,25,7,28,4,28
300,7330.0,788.9000000000001,29,49,0.6733333333333335,5,27,4,27,43
301,7108.25,1187.375,20,59,0.662,27,4,26,42,38
302,7256.0,821.1,25,51,0.662,3,24,41,38,28
303,9363.5,1469.125,30,73,0.6433333333333332,24,41,37,27,29
304,4453.5,681.625,19,41,0.6413333333333335,41,37,25,28,26
305,4057.5,698.25,13,42,0.6433333333333333,37,25,26,26,18
306,3706.620000000001,458.64,22,28,0.6593333333333333,23,26,26,15,31
307,4167.119999999999,638.8199999999999,18,39,0.65,25,25,13,29,23
308,4361.789999999999,687.9599999999999,18,42,0.6553333333333333,25,12,29,21,36
309,3474.0,532.0,14,32,0.6573333333333334,11,29,19,36,40
310,3800.25,299.25000000000006,17,30,0.6479999999999999,29,19,35,37,27
311,3814.5,309.225,16,31,0.646,19,34,36,26,29
312,3428.25,239.40000000000003,18,24,0.6286666666666666,32,35,26,29,29
313,4066.9499999999994,606.06,18,37,0.6293333333333333,34,25,28,28,38
314,3569.970000000001,442.26,21,27,0.62,25,27,27,37,38
315,3561.51,491.4,18,30,0.612,26,27,37,38,45
316,4711.0,698.25,21,42,0.5933333333333334,25,37,36,45,17
317,3267.5,152.95000000000002,16,23,0.5826666666666667,37,35,45,17,42
318,4851.75,781.375,18,47,0.5820000000000001,34,45,16,41,33
319,3972.0,369.07500000000005,12,37,0.574,44,13,39,31,24
320,4541.549999999999,190.00799999999998,26,29,0.5833333333333335,13,39,29,24,31
321,2962.5000000000005,393.12,16,24,0.5633333333333332,39,29,24,30,38
322,4673.489999999998,769.8599999999999,17,47,0.5700000000000001,28,22,29,36,47
323,4507.25,681.625,19,41,0.5653333333333334,20,27,34,44,37
324,3425.0,239.40000000000003,18,24,0.56,27,32,43,37,48
325,3217.75,249.37500000000003,15,25,0.5493333333333333,32,43,37,48,45
326,4541.5,339.15000000000003,22,34,0.5480000000000002,42,35,46,43,58
327,3749.7,124.488,27,19,0.548,34,46,40,57,43
328,3156.2400000000007,442.26,16,27,0.5366666666666667,46,38,57,42,42
329,2968.079999999999,245.7,12,25,0.5386666666666666,38,57,41,42,45
330,4147.75,698.25,14,42,0.5373333333333333,56,40,40,45,33
331,4394.75,631.75,20,38,0.5479999999999999,40,39,44,31,43
332,4541.25,831.25,12,50,0.5486666666666665,39,44,30,42,28
333,3774.0,192.85000000000002,16,29,0.5533333333333333,43,29,42,27,44
334,3335.9000000000005,157.78000000000003,15,23,0.548,29,42,26,44,39
335,3498.7,617.4,10,36,0.5293333333333334,42,26,44,39,39
336,3545.3000000000006,318.98999999999995,11,31,0.5213333333333333,26,44,39,37,36
337,4418.265000000001,672.4199999999998,19,40,0.5106666666666666,43,37,36,34,52
338,3246.3329999999996,369.83099999999996,20,22,0.5213333333333332,37,35,33,51,53
339,2939.3369999999995,231.98489999999995,13,23,0.5153333333333333,35,31,51,51,47
340,3558.5280000000002,437.0729999999999,21,26,0.5153333333333333,30,49,50,46,47
341,3349.3,428.74999999999994,17,25,0.5186666666666667,49,48,46,44,49
342,2367.9999999999995,205.79999999999998,8,20,0.5246666666666666,48,45,43,47,41
343,2681.5999999999995,216.08999999999997,10,21,0.5233333333333333,44,43,47,41,41
344,4281.7260000000015,806.9039999999999,10,48,0.5273333333333333,42,44,40,40,52
345,3508.3439999999996,302.58899999999994,13,30,0.5246666666666666,44,40,39,50,59
346,3222.6150000000002,554.7465,10,33,0.5159999999999999,38,39,47,59,51
347,3284.856,242.07119999999995,16,24,0.508,39,46,59,49,49
348,3036.8999999999996,411.59999999999997,15,24,0.4946666666666667,46,58,48,48,32
349,3313.699999999999,236.67,16,23,0.4953333333333333,58,47,46,31,51
350,2198.9999999999995,164.64,10,16,0.49999999999999994,47,46,31,51,42
351,3320.6310000000003,420.26249999999993,19,25,0.494,46,31,51,41,31
352,4394.151,312.67529999999994,23,31,0.49733333333333335,30,51,38,30,40
353,3224.7690000000002,470.69399999999996,15,28,0.48399999999999993,50,38,29,39,52
354,3551.2740000000003,470.69399999999996,19,28,0.4913333333333333,37,28,39,52,44
355,4101.6,497.34999999999997,23,29,0.4846666666666666,28,39,50,41,43
356,2474.7,274.4,15,16,0.464,39,50,41,42,55
357,2508.9,445.9,7,26,0.44666666666666666,50,40,42,55,55
358,3136.062,231.98489999999995,15,23,0.446,39,41,54,54,65
359,3099.989999999999,161.38079999999997,13,24,0.4413333333333334,41,53,53,64,53
360,3434.0460000000003,588.3675,11,35,0.4326666666666666,53,51,64,51,53
361,3623.616,554.7465,15,33,0.43333333333333335,51,61,51,52,55
362,2877.600000000001,164.64000000000004,9,24,0.4326666666666667,61,51,48,54,51
363,3229.2000000000003,288.12,10,28,0.44399999999999995,51,47,52,50,48
364,3356.7,246.95999999999998,16,24,0.44599999999999995,47,51,49,47,47
0,2932.7476500000002,144.18558000000002,13,22,0.006666666666666672,100,97,99,99,99
1,3000.2,539.0,9,35,0.01666666666666668,95,98,99,98,98
2,3598.6000000000004,539.0,17,35,0.02733333333333336,95,99,97,97,98
3,3175.2,431.2,17,28,0.03800000000000003,99,96,97,96,93
4,2810.6000000000004,385.0,15,25,0.0506666666666667,94,94,94,93,95
5,2588.6920500000006,124.52391000000001,12,19,0.05400000000000002,94,93,91,94,93
6,2724.262199999999,278.540325,19,17,0.060666666666666674,93,89,94,93,95
7,1671.1947,85.20057000000001,7,13,0.061333333333333344,89,92,92,95,90
8,3066.000000000001,160.16,13,26,0.06733333333333334,92,92,94,88,93
9,2801.6,385.0,15,25,0.07733333333333331,90,93,87,91,90
10,2357.8,400.40000000000003,8,26,0.08066666666666666,93,86,91,88,92
11,3689.8,492.8,20,32,0.09199999999999996,86,88,87,91,90
12,2099.5146000000004,104.86224000000001,9,16,0.09199999999999996,88,87,88,89,91
13,3124.6830000000004,491.54175,12,30,0.09333333333333332,87,88,88,89,88
14,3265.0762500000005,163.84725000000003,14,25,0.09866666666666667,88,87,89,85,90
15,2529.4000000000005,135.52,10,22,0.10066666666666667,87,89,84,89,91
16,2881.0,462.0,12,30,0.10200000000000002,89,83,88,91,85
17,3004.0,415.8,16,27,0.10800000000000001,82,88,91,84,94
